disease,fever,headache,cough,fatigue,nausea,vomiting,sore_throat,body_pain,stomach_pain,chest_pain,shortness_of_breath,dizziness,joint_pain,skin_rash,runny_nose,chills,abdominal_pain,loss_of_appetite,diarrhea,muscle_pain
Migraine,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Migraine,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Migraine,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Migraine,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Migraine,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Migraine,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Migraine,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Migraine,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Migraine,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Migraine,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Migraine,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Migraine,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
Migraine,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Migraine,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Migraine,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Migraine,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
Migraine,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Migraine,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1
Migraine,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Migraine,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Migraine,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Migraine,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Migraine,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Migraine,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Migraine,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Migraine,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Migraine,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1
Migraine,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Migraine,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Migraine,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
Migraine,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
Migraine,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Migraine,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Migraine,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Migraine,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Migraine,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Migraine,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Migraine,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Migraine,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Migraine,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Migraine,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Migraine,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Migraine,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Migraine,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Migraine,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Migraine,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Migraine,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Migraine,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Migraine,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migraine,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Migraine,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Migraine,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Migraine,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Migraine,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Migraine,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
Migraine,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
Migraine,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
Migraine,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Migraine,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Migraine,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Migraine,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Migraine,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Migraine,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Migraine,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Migraine,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
Migraine,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Migraine,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
Migraine,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Migraine,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Migraine,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Migraine,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Migraine,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Migraine,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Migraine,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Migraine,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Migraine,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Migraine,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Migraine,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Migraine,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Migraine,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0
Migraine,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Migraine,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Migraine,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Migraine,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
Migraine,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Migraine,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Migraine,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Migraine,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Migraine,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Migraine,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
Migraine,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Migraine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Migraine,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Migraine,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Migraine,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Migraine,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Migraine,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Migraine,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Migraine,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Allergy,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Allergy,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allergy,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0
Allergy,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Allergy,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Allergy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Allergy,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Allergy,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Allergy,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Allergy,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Allergy,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
Allergy,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0
Allergy,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allergy,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Allergy,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Allergy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Allergy,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Allergy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Allergy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Allergy,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Allergy,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0
Allergy,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Allergy,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
Allergy,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
Allergy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Allergy,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Allergy,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Allergy,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Allergy,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Allergy,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0
Allergy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Allergy,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
Allergy,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
Allergy,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Allergy,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Allergy,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Allergy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
Allergy,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
Allergy,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allergy,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1
Allergy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Allergy,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Allergy,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Allergy,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
Allergy,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
Allergy,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0
Allergy,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
Allergy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
Allergy,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
Allergy,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Allergy,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Allergy,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
Allergy,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Allergy,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Allergy,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Allergy,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Allergy,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Allergy,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Allergy,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Allergy,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0
Allergy,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1
Allergy,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
Allergy,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Allergy,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Allergy,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Allergy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Allergy,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0
Allergy,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Allergy,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Allergy,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Allergy,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0
Allergy,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
Allergy,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
Allergy,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Allergy,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Allergy,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
Allergy,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Allergy,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
Allergy,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Allergy,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
Allergy,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Allergy,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Allergy,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Allergy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Allergy,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Allergy,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
Allergy,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Allergy,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
Allergy,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Allergy,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
Allergy,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Allergy,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Allergy,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Allergy,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
Allergy,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Allergy,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
Allergy,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Allergy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Allergy,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Allergy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Allergy,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Allergy,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Allergy,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Allergy,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
Allergy,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Allergy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0
Allergy,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Allergy,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Allergy,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Allergy,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Allergy,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Allergy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Allergy,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Allergy,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Allergy,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Allergy,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Allergy,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Allergy,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Allergy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gastroenteritis,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
Gastroenteritis,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Gastroenteritis,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Gastroenteritis,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0
Gastroenteritis,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
Gastroenteritis,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Gastroenteritis,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0
Gastroenteritis,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
Gastroenteritis,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0
